crime_rate,crowd_density,time_of_day,weather_condition,longitude,latitude,location_type,city,place
553,238,night,Cloudy,79.2951,11.5182,Rural,Bengaluru,Connaught Place
1333,364,afternoon,Clear,82.97,34.873,Rural,Ahmedabad,Connaught Place
109,43,afternoon,Cloudy,73.1492,35.7869,Suburban,Mumbai,Juhu Beach
644,18,evening,Cloudy,87.6565,28.6564,Suburban,Pune,Charminar
886,212,night,Sunny,80.0931,33.21,Suburban,Hyderabad,MG Road
1488,400,night,Sunny,81.0355,26.8243,Suburban,Chennai,Marine Drive
1267,170,night,Rainy,86.1773,25.6869,Suburban,Chennai,Park Street
1471,260,night,Cloudy,82.9372,32.8422,Urban,Hyderabad,Marine Drive
1141,299,morning,Rainy,95.2477,31.0185,Suburban,Delhi,Marine Drive
255,189,night,Sunny,84.4,15.7272,Suburban,Delhi,Charminar
818,46,afternoon,Clear,75.9778,13.0075,Rural,Kolkata,Juhu Beach
67,135,afternoon,Foggy,76.0962,8.3856,Rural,Chennai,Park Street
376,42,night,Sunny,68.0472,33.5371,Rural,Pune,MG Road
821,352,afternoon,Sunny,94.6462,12.9521,Rural,Chennai,MG Road
1600,281,afternoon,Rainy,70.4134,14.061,Rural,Chennai,Charminar
906,226,night,Clear,69.7144,31.4445,Urban,Hyderabad,Marine Drive
1950,102,afternoon,Clear,73.8953,17.8994,Suburban,Bengaluru,Marine Drive
1166,464,evening,Sunny,75.1254,12.1069,Rural,Mumbai,MG Road
1724,405,afternoon,Foggy,74.0823,26.2491,Rural,Kolkata,MG Road
1519,468,night,Sunny,82.8921,18.7853,Rural,Bengaluru,Charminar
1884,16,afternoon,Cloudy,93.9767,13.1567,Suburban,Delhi,MG Road
1494,2,evening,Cloudy,82.8907,29.4895,Urban,Delhi,Charminar
1443,248,afternoon,Clear,72.559,30.5894,Suburban,Pune,MG Road
673,126,night,Clear,93.3595,35.8498,Rural,Chennai,MG Road
1643,315,morning,Rainy,73.4061,25.9945,Suburban,Kolkata,Charminar
1139,451,night,Clear,91.4251,8.9515,Suburban,Bengaluru,Charminar
503,69,night,Cloudy,88.7188,33.9115,Suburban,Pune,Park Street
1908,482,evening,Rainy,88.3212,22.8585,Rural,Mumbai,Marine Drive
350,274,night,Sunny,80.9336,21.0941,Suburban,Bengaluru,Connaught Place
1825,39,morning,Foggy,71.9583,16.5342,Urban,Ahmedabad,Juhu Beach
211,244,evening,Sunny,74.7755,19.3952,Suburban,Chennai,Connaught Place
849,399,afternoon,Sunny,91.0571,13.8439,Suburban,Kolkata,Juhu Beach
7,286,morning,Sunny,69.3948,35.0694,Suburban,Chennai,Connaught Place
1759,115,evening,Foggy,86.3325,26.9065,Urban,Ahmedabad,Juhu Beach
167,413,afternoon,Cloudy,93.8971,35.2179,Rural,Chennai,Juhu Beach
173,55,night,Sunny,86.6452,13.439,Rural,Mumbai,Juhu Beach
1620,9,night,Foggy,80.9715,18.9064,Rural,Pune,Juhu Beach
438,103,evening,Foggy,73.5091,16.3899,Suburban,Ahmedabad,MG Road
1488,409,afternoon,Sunny,76.201,35.9758,Rural,Bengaluru,Charminar
1682,441,night,Sunny,83.3895,11.476,Urban,Delhi,Connaught Place
829,336,afternoon,Clear,81.2094,8.7978,Rural,Ahmedabad,Charminar
1160,424,morning,Cloudy,79.2578,33.2139,Rural,Hyderabad,Marine Drive
610,23,afternoon,Foggy,95.4118,24.291,Suburban,Pune,Park Street
166,17,night,Clear,90.4977,8.9145,Suburban,Bengaluru,MG Road
1798,341,morning,Sunny,79.0685,9.7019,Urban,Mumbai,Marine Drive
479,214,night,Foggy,92.4562,13.5436,Urban,Bengaluru,Juhu Beach
874,94,night,Rainy,70.2499,12.2597,Rural,Kolkata,Marine Drive
250,345,night,Foggy,90.4452,21.1995,Rural,Hyderabad,Connaught Place
786,449,afternoon,Rainy,77.2535,16.2442,Suburban,Mumbai,Juhu Beach
1790,29,evening,Foggy,79.3133,13.6422,Rural,Kolkata,Park Street
1987,349,morning,Clear,94.9655,14.3774,Urban,Hyderabad,Connaught Place
620,423,evening,Foggy,94.5076,35.1143,Urban,Ahmedabad,Connaught Place
861,201,night,Clear,72.1163,31.1617,Suburban,Chennai,MG Road
197,158,night,Clear,90.7252,21.3066,Urban,Kolkata,MG Road
623,154,evening,Foggy,70.5194,11.4952,Suburban,Hyderabad,Connaught Place
861,159,evening,Rainy,73.4392,18.8908,Urban,Chennai,Marine Drive
1361,421,evening,Clear,83.681,14.9188,Urban,Mumbai,Juhu Beach
1672,107,morning,Rainy,82.2736,23.2428,Urban,Chennai,Park Street
319,350,morning,Rainy,76.7562,21.438,Suburban,Chennai,MG Road
637,316,evening,Clear,81.3174,28.8478,Urban,Hyderabad,Charminar
484,358,morning,Sunny,72.9742,11.6183,Rural,Delhi,Juhu Beach
1833,303,night,Rainy,90.318,10.1304,Rural,Delhi,Charminar
833,394,morning,Clear,77.3121,26.6328,Urban,Hyderabad,Juhu Beach
27,358,night,Cloudy,82.3571,23.7589,Suburban,Mumbai,MG Road
1047,269,night,Foggy,87.7838,16.0819,Suburban,Bengaluru,MG Road
872,429,night,Clear,94.7978,13.3556,Rural,Ahmedabad,Connaught Place
1999,147,evening,Cloudy,86.5641,24.0264,Urban,Bengaluru,MG Road
1285,423,night,Cloudy,86.5802,23.3231,Suburban,Delhi,Juhu Beach
978,61,evening,Sunny,76.9104,33.46,Urban,Hyderabad,Juhu Beach
1834,327,morning,Rainy,88.2907,30.9271,Rural,Delhi,MG Road
201,67,night,Sunny,80.2698,31.1971,Suburban,Delhi,MG Road
933,134,evening,Sunny,93.7774,34.699,Suburban,Mumbai,Park Street
1357,465,night,Rainy,90.0668,27.6365,Urban,Mumbai,Charminar
1719,112,evening,Rainy,89.8229,25.3951,Suburban,Hyderabad,Connaught Place
486,485,morning,Clear,86.0565,9.239,Urban,Mumbai,MG Road
1106,153,afternoon,Clear,84.6946,36.252,Suburban,Kolkata,Park Street
740,293,morning,Rainy,85.9927,18.5003,Suburban,Bengaluru,Charminar
1864,149,night,Rainy,75.2109,22.9808,Suburban,Ahmedabad,Connaught Place
485,61,afternoon,Cloudy,87.0786,9.1569,Urban,Bengaluru,Park Street
1014,379,afternoon,Foggy,88.4308,30.5804,Rural,Hyderabad,Park Street
961,293,night,Clear,88.1428,33.4833,Rural,Ahmedabad,MG Road
958,228,morning,Clear,93.5635,17.2969,Suburban,Chennai,Marine Drive
711,444,night,Cloudy,76.803,31.2674,Urban,Pune,Connaught Place
558,402,night,Foggy,69.2526,13.8064,Rural,Bengaluru,Marine Drive
1062,240,morning,Cloudy,79.7558,25.1461,Rural,Pune,MG Road
1927,371,night,Cloudy,82.5858,10.4904,Rural,Mumbai,Marine Drive
1754,129,morning,Clear,83.2778,33.315,Suburban,Kolkata,Charminar
725,248,night,Clear,79.2132,10.87,Rural,Hyderabad,MG Road
1692,358,evening,Clear,70.3838,30.3934,Rural,Delhi,Park Street
1346,301,morning,Cloudy,84.8716,17.0978,Rural,Bengaluru,Juhu Beach
79,120,afternoon,Foggy,95.339,8.0143,Rural,Kolkata,Juhu Beach
1634,379,afternoon,Sunny,93.1761,17.16,Rural,Hyderabad,Connaught Place
1312,53,evening,Cloudy,92.3563,22.3179,Urban,Bengaluru,MG Road
624,113,night,Foggy,94.6078,16.0502,Urban,Chennai,Park Street
1380,155,morning,Sunny,81.2896,25.779,Suburban,Chennai,MG Road
11,136,night,Sunny,89.8147,19.3843,Suburban,Chennai,Connaught Place
741,177,night,Cloudy,92.547,25.2386,Suburban,Delhi,Juhu Beach
1257,8,night,Cloudy,85.8789,25.2769,Urban,Pune,MG Road
988,120,evening,Clear,95.8048,36.7512,Suburban,Hyderabad,Marine Drive
643,129,afternoon,Clear,87.8726,34.3578,Suburban,Mumbai,Park Street
1399,128,evening,Cloudy,73.86,36.0212,Rural,Ahmedabad,Charminar
1605,56,afternoon,Foggy,76.0632,36.0549,Urban,Mumbai,Connaught Place
511,415,night,Rainy,73.9241,36.8359,Suburban,Hyderabad,Park Street
109,310,morning,Clear,81.7907,30.9906,Urban,Bengaluru,Charminar
1852,483,evening,Clear,94.3349,13.7124,Urban,Ahmedabad,Marine Drive
859,346,night,Clear,95.6095,18.4965,Urban,Hyderabad,Juhu Beach
1946,414,night,Sunny,74.0865,29.6653,Urban,Ahmedabad,Juhu Beach
1697,158,morning,Sunny,70.6196,8.8807,Urban,Mumbai,Charminar
1541,267,morning,Cloudy,79.789,9.0286,Suburban,Kolkata,Charminar
1559,146,evening,Foggy,77.2904,12.2623,Suburban,Delhi,Connaught Place
1459,487,night,Rainy,87.5277,31.3364,Urban,Chennai,Connaught Place
1079,265,afternoon,Clear,76.234,11.7224,Rural,Delhi,Charminar
176,116,evening,Clear,71.9746,11.5061,Rural,Kolkata,Juhu Beach
150,500,morning,Foggy,82.7183,18.8086,Rural,Mumbai,Juhu Beach
813,498,night,Rainy,73.1933,8.9749,Rural,Bengaluru,Connaught Place
1326,187,night,Cloudy,82.0572,11.2471,Urban,Kolkata,Marine Drive
1582,237,night,Sunny,81.3824,12.7998,Rural,Pune,Marine Drive
1666,406,afternoon,Rainy,75.0784,9.2572,Rural,Pune,Juhu Beach
192,361,afternoon,Rainy,68.9552,18.7316,Urban,Ahmedabad,Marine Drive
608,395,evening,Rainy,73.0771,12.7227,Suburban,Mumbai,Juhu Beach
1029,495,night,Foggy,96.835,14.8639,Rural,Pune,Juhu Beach
1687,357,evening,Sunny,84.6216,30.8401,Rural,Chennai,Marine Drive
910,108,night,Sunny,73.0388,9.4487,Urban,Mumbai,Park Street
1097,197,afternoon,Clear,76.9947,12.465,Urban,Pune,Park Street
814,3,afternoon,Foggy,68.8369,19.3614,Suburban,Ahmedabad,MG Road
352,225,evening,Rainy,94.1144,10.8071,Suburban,Ahmedabad,Connaught Place
127,300,evening,Clear,71.6369,12.7979,Suburban,Ahmedabad,Charminar
1254,81,morning,Cloudy,89.6818,27.7492,Urban,Delhi,Connaught Place
1102,206,night,Foggy,69.2691,10.9208,Rural,Bengaluru,MG Road
100,86,morning,Rainy,78.847,31.517,Urban,Hyderabad,Connaught Place
447,335,afternoon,Foggy,76.1796,20.4358,Suburban,Pune,MG Road
1254,464,afternoon,Cloudy,81.0077,34.4244,Rural,Bengaluru,Juhu Beach
377,235,night,Sunny,77.7115,16.3165,Rural,Bengaluru,Charminar
1521,452,morning,Sunny,86.8481,33.865,Suburban,Hyderabad,MG Road
20,77,afternoon,Rainy,79.8558,29.0259,Suburban,Kolkata,MG Road
1875,15,afternoon,Clear,90.9488,16.4763,Rural,Bengaluru,Juhu Beach
1666,115,morning,Rainy,92.6783,11.3839,Rural,Kolkata,MG Road
1281,476,evening,Clear,68.143,29.1191,Suburban,Mumbai,MG Road
1433,85,afternoon,Foggy,70.0592,34.4343,Urban,Mumbai,Juhu Beach
727,274,evening,Rainy,79.3877,31.4946,Suburban,Mumbai,Marine Drive
1816,407,morning,Cloudy,96.1569,35.962,Urban,Bengaluru,Park Street
1310,422,morning,Clear,75.8517,18.621,Suburban,Bengaluru,Juhu Beach
252,50,night,Clear,80.2127,35.9309,Suburban,Mumbai,Park Street
1704,175,morning,Cloudy,81.8329,10.5988,Suburban,Chennai,Juhu Beach
1456,496,afternoon,Cloudy,92.74,17.643,Urban,Ahmedabad,Juhu Beach
784,37,afternoon,Foggy,82.8932,27.4178,Urban,Pune,Juhu Beach
882,294,afternoon,Sunny,91.1509,34.6661,Suburban,Ahmedabad,Juhu Beach
220,424,evening,Foggy,73.4094,31.3352,Rural,Chennai,Park Street
288,133,morning,Clear,91.5711,28.1151,Urban,Ahmedabad,MG Road
1970,361,morning,Rainy,81.5514,32.8152,Rural,Kolkata,Charminar
1205,4,morning,Rainy,78.0128,17.7499,Suburban,Delhi,Park Street
131,200,night,Cloudy,90.1161,20.5987,Suburban,Mumbai,Charminar
1892,53,morning,Cloudy,93.1232,24.948,Suburban,Ahmedabad,Marine Drive
1636,401,afternoon,Rainy,69.1271,33.1349,Rural,Hyderabad,Park Street
956,177,afternoon,Foggy,76.6466,10.0445,Urban,Delhi,Connaught Place
1687,275,afternoon,Clear,82.8194,14.4199,Urban,Bengaluru,Juhu Beach
1538,121,afternoon,Cloudy,85.6407,9.8853,Suburban,Pune,Connaught Place
1626,259,morning,Sunny,80.1341,25.4462,Suburban,Delhi,Charminar
1657,451,morning,Rainy,71.0317,32.3332,Urban,Chennai,MG Road
504,387,night,Cloudy,92.9702,33.4802,Suburban,Bengaluru,Juhu Beach
712,282,afternoon,Clear,86.3419,21.2214,Rural,Pune,Juhu Beach
713,69,night,Cloudy,75.8766,29.5542,Suburban,Ahmedabad,Charminar
272,192,morning,Sunny,81.6554,27.4007,Suburban,Pune,Juhu Beach
1357,486,afternoon,Sunny,83.9832,21.5326,Rural,Chennai,MG Road
633,25,evening,Clear,84.8999,17.2444,Suburban,Bengaluru,MG Road
510,324,evening,Sunny,80.5802,17.7274,Rural,Mumbai,Charminar
1177,364,evening,Foggy,77.6099,30.6574,Rural,Chennai,Connaught Place
962,6,evening,Clear,73.5162,17.2916,Suburban,Chennai,Marine Drive
1065,315,evening,Sunny,96.2546,10.2121,Urban,Mumbai,MG Road
1077,72,evening,Clear,91.3765,33.0268,Rural,Pune,Charminar
34,319,morning,Rainy,79.5585,11.0882,Suburban,Chennai,Charminar
1842,316,morning,Cloudy,68.0971,9.0563,Suburban,Hyderabad,Park Street
80,94,evening,Clear,75.056,16.7462,Rural,Kolkata,Marine Drive
509,446,afternoon,Rainy,77.366,14.844,Urban,Ahmedabad,MG Road
227,100,morning,Clear,87.6613,36.074,Urban,Mumbai,Marine Drive
1738,182,evening,Rainy,89.1289,11.0068,Urban,Kolkata,Charminar
1816,74,evening,Foggy,92.9811,20.9737,Urban,Delhi,Juhu Beach
422,426,night,Foggy,88.9114,17.8373,Rural,Chennai,Connaught Place
1731,131,afternoon,Clear,89.5258,17.5582,Urban,Hyderabad,Park Street
1341,35,afternoon,Cloudy,69.158,36.6118,Rural,Hyderabad,Marine Drive
318,118,afternoon,Foggy,90.3528,27.8339,Urban,Mumbai,Marine Drive
1108,145,morning,Clear,93.9467,21.4768,Rural,Bengaluru,Juhu Beach
1104,226,afternoon,Clear,93.8499,34.55,Urban,Pune,Charminar
1713,133,morning,Foggy,94.5347,8.4883,Rural,Hyderabad,Connaught Place
1988,364,afternoon,Cloudy,91.9625,8.9767,Suburban,Pune,Park Street
405,267,afternoon,Cloudy,94.9893,28.9125,Rural,Mumbai,Marine Drive
713,320,night,Clear,91.8589,26.9425,Urban,Pune,Connaught Place
1699,301,morning,Cloudy,83.7154,35.9818,Suburban,Mumbai,Juhu Beach
438,209,night,Cloudy,83.4567,8.2228,Suburban,Pune,Connaught Place
1796,179,night,Cloudy,93.7333,36.5536,Rural,Bengaluru,Park Street
1584,55,night,Clear,88.9279,20.1785,Urban,Mumbai,MG Road
395,357,night,Clear,91.5217,11.9174,Suburban,Hyderabad,MG Road
67,296,morning,Clear,85.8049,9.762,Rural,Hyderabad,Marine Drive
2,253,night,Foggy,82.7871,9.5955,Urban,Ahmedabad,Park Street
401,11,night,Clear,88.7083,20.6263,Urban,Ahmedabad,Charminar
165,474,morning,Sunny,77.188,33.8229,Rural,Ahmedabad,Connaught Place
160,18,morning,Foggy,69.0074,21.1063,Rural,Ahmedabad,MG Road
241,28,morning,Rainy,86.6989,28.7568,Urban,Delhi,Juhu Beach
332,336,evening,Cloudy,77.9449,36.4305,Urban,Ahmedabad,Juhu Beach
1636,249,afternoon,Cloudy,83.6366,24.8853,Urban,Bengaluru,MG Road
876,4,evening,Cloudy,88.5573,14.8345,Rural,Kolkata,Charminar
1455,361,night,Foggy,73.1981,24.1848,Rural,Delhi,Charminar
736,160,night,Foggy,84.5936,15.6962,Rural,Kolkata,Park Street
1599,23,night,Rainy,77.4936,19.2096,Urban,Pune,Juhu Beach
108,420,evening,Foggy,91.2253,33.0568,Suburban,Bengaluru,Connaught Place
1760,399,afternoon,Clear,95.6177,27.6594,Urban,Pune,Juhu Beach
1485,396,evening,Sunny,87.5848,36.384,Suburban,Ahmedabad,Charminar
1641,182,afternoon,Sunny,68.6858,15.0387,Urban,Hyderabad,Connaught Place
747,385,morning,Foggy,92.7032,22.9728,Rural,Delhi,Marine Drive
685,215,evening,Foggy,76.7513,36.3022,Rural,Delhi,Charminar
1698,16,evening,Clear,90.1233,11.5122,Urban,Chennai,Juhu Beach
1162,414,evening,Clear,93.4562,10.8897,Suburban,Delhi,Connaught Place
1840,373,morning,Rainy,86.3526,12.5796,Rural,Bengaluru,Charminar
568,386,evening,Rainy,82.4719,19.6105,Suburban,Ahmedabad,Juhu Beach
1637,472,afternoon,Sunny,74.5259,32.6237,Rural,Kolkata,Marine Drive
845,448,evening,Foggy,68.0241,18.3971,Rural,Ahmedabad,Park Street
197,410,night,Clear,69.314,13.6062,Rural,Chennai,Marine Drive
1411,485,morning,Foggy,91.4605,13.9084,Rural,Ahmedabad,Park Street
1648,177,morning,Foggy,73.0175,24.5516,Rural,Bengaluru,Connaught Place
330,103,morning,Clear,81.9043,18.6436,Rural,Pune,Charminar
1217,387,evening,Rainy,73.544,19.4134,Urban,Kolkata,Charminar
476,195,afternoon,Cloudy,68.9811,24.2845,Suburban,Delhi,MG Road
1996,233,evening,Foggy,89.7633,23.7147,Urban,Kolkata,MG Road
164,383,night,Clear,73.5567,28.6491,Suburban,Chennai,Connaught Place
1909,46,night,Clear,93.3461,10.2166,Urban,Chennai,Park Street
1532,196,night,Clear,85.5482,21.7658,Rural,Mumbai,Park Street
1571,323,afternoon,Clear,87.9503,19.6498,Rural,Pune,Marine Drive
775,71,night,Sunny,95.2425,28.023,Rural,Chennai,Marine Drive
1527,407,night,Cloudy,92.687,19.4373,Suburban,Ahmedabad,Juhu Beach
689,267,night,Foggy,83.7819,24.858,Suburban,Ahmedabad,Charminar
501,288,morning,Sunny,86.0868,13.5169,Suburban,Delhi,MG Road
1187,11,morning,Clear,69.6488,22.078,Suburban,Mumbai,Connaught Place
212,141,evening,Cloudy,86.9091,12.1572,Rural,Delhi,Park Street
1447,401,evening,Sunny,71.3545,30.5533,Urban,Chennai,Juhu Beach
1247,320,evening,Cloudy,82.2135,20.7692,Suburban,Kolkata,Charminar
397,224,evening,Foggy,93.7713,9.5077,Rural,Hyderabad,MG Road
154,246,morning,Clear,92.262,27.3296,Urban,Hyderabad,Charminar
1566,329,morning,Foggy,92.2837,17.409,Rural,Ahmedabad,Park Street
1584,351,afternoon,Cloudy,69.0761,32.9804,Urban,Bengaluru,Park Street
1370,320,night,Sunny,73.5235,14.6306,Suburban,Pune,MG Road
1966,106,night,Sunny,91.7492,22.2885,Suburban,Mumbai,Juhu Beach
1516,433,morning,Sunny,88.8618,13.5883,Suburban,Ahmedabad,MG Road
826,221,afternoon,Sunny,87.8649,25.9079,Rural,Pune,Marine Drive
826,332,night,Rainy,75.8087,18.0254,Rural,Ahmedabad,Park Street
778,352,morning,Rainy,77.8474,8.3542,Rural,Kolkata,Charminar
687,132,morning,Sunny,92.6565,10.9354,Rural,Kolkata,Juhu Beach
287,15,evening,Rainy,96.8984,35.4081,Rural,Hyderabad,Park Street
772,265,afternoon,Cloudy,96.1285,16.5028,Urban,Bengaluru,Charminar
557,379,night,Cloudy,95.782,25.6355,Rural,Hyderabad,Connaught Place
320,141,night,Foggy,82.6866,30.2566,Urban,Chennai,Marine Drive
866,299,morning,Foggy,75.0037,35.3327,Urban,Kolkata,Charminar
974,342,night,Foggy,81.6527,20.8792,Suburban,Delhi,Juhu Beach
1058,488,night,Cloudy,87.8321,15.9555,Urban,Chennai,Park Street
919,60,afternoon,Sunny,73.6519,30.6177,Urban,Pune,MG Road
851,238,evening,Sunny,89.0947,16.5154,Suburban,Mumbai,Park Street
436,304,evening,Cloudy,76.1226,8.9428,Rural,Delhi,Marine Drive
1430,57,afternoon,Cloudy,78.9573,17.5989,Urban,Bengaluru,Juhu Beach
752,190,evening,Sunny,88.5754,21.6006,Rural,Mumbai,Connaught Place
1030,461,morning,Rainy,78.7424,29.1544,Rural,Ahmedabad,Charminar
56,171,evening,Foggy,68.7346,11.4936,Rural,Mumbai,Charminar
420,298,evening,Sunny,83.6542,30.2623,Suburban,Kolkata,Juhu Beach
1376,407,night,Clear,75.0402,29.6744,Suburban,Ahmedabad,Park Street
1796,134,afternoon,Rainy,95.5795,20.805,Suburban,Bengaluru,Connaught Place
1200,283,evening,Sunny,91.902,16.7598,Suburban,Pune,Charminar
622,27,morning,Foggy,69.0746,25.401,Urban,Hyderabad,Marine Drive
1045,131,night,Rainy,87.9797,22.5158,Urban,Mumbai,Connaught Place
1203,213,morning,Clear,75.194,17.1438,Urban,Kolkata,Juhu Beach
1071,286,night,Sunny,72.7872,14.5204,Rural,Bengaluru,Park Street
1382,429,afternoon,Rainy,73.547,13.8757,Suburban,Kolkata,Connaught Place
1363,239,morning,Clear,83.05,11.5091,Suburban,Bengaluru,Juhu Beach
1838,357,afternoon,Clear,76.6473,8.4882,Urban,Delhi,Park Street
49,79,night,Clear,90.1276,23.6721,Urban,Delhi,Connaught Place
1574,84,morning,Clear,92.9811,32.644,Rural,Ahmedabad,Juhu Beach
1986,415,evening,Sunny,83.6455,8.9096,Urban,Kolkata,Park Street
1323,409,evening,Foggy,76.4472,27.5549,Suburban,Ahmedabad,Connaught Place
78,321,morning,Foggy,76.7551,17.4512,Rural,Mumbai,Charminar
789,408,evening,Foggy,82.2655,30.1035,Rural,Ahmedabad,Marine Drive
1315,173,afternoon,Clear,71.3553,25.0828,Urban,Mumbai,MG Road
787,84,afternoon,Cloudy,83.8879,25.1964,Urban,Pune,Charminar
440,480,afternoon,Cloudy,87.9393,24.3435,Urban,Mumbai,Park Street
291,189,morning,Sunny,75.2874,33.682,Rural,Ahmedabad,Charminar
1429,61,afternoon,Foggy,86.8249,10.1402,Urban,Hyderabad,Charminar
345,142,evening,Sunny,71.2948,19.1434,Rural,Mumbai,Charminar
1449,171,night,Cloudy,92.4243,35.1174,Suburban,Bengaluru,MG Road
151,243,evening,Sunny,80.8133,22.4434,Suburban,Bengaluru,Marine Drive
1464,360,night,Clear,76.1769,27.5643,Suburban,Kolkata,MG Road
1723,207,afternoon,Cloudy,92.7108,18.426,Urban,Ahmedabad,Juhu Beach
607,59,evening,Clear,95.5349,35.0309,Urban,Delhi,Marine Drive
1018,259,morning,Sunny,84.0876,10.7004,Suburban,Delhi,MG Road
1426,34,evening,Rainy,70.72,20.2267,Suburban,Chennai,MG Road
1216,357,evening,Clear,79.8756,32.4302,Suburban,Ahmedabad,MG Road
1183,140,night,Sunny,85.9164,26.8419,Urban,Bengaluru,Charminar
1604,284,morning,Cloudy,81.6553,34.2176,Rural,Kolkata,Juhu Beach
1489,181,evening,Foggy,68.0921,34.0093,Urban,Bengaluru,Connaught Place
1162,284,afternoon,Clear,81.1457,12.2995,Suburban,Delhi,Marine Drive
735,373,afternoon,Foggy,95.0627,23.5186,Urban,Chennai,Charminar
817,88,evening,Rainy,86.2422,27.4861,Rural,Chennai,MG Road
1385,478,morning,Sunny,95.5323,28.5253,Urban,Bengaluru,MG Road
218,495,night,Clear,73.6232,33.2981,Suburban,Kolkata,Connaught Place
293,19,morning,Cloudy,80.5589,32.9211,Suburban,Pune,MG Road
631,72,afternoon,Cloudy,89.3845,19.575,Urban,Ahmedabad,Juhu Beach
90,165,afternoon,Rainy,77.027,28.015,Urban,Hyderabad,MG Road
540,93,morning,Cloudy,70.9763,20.4596,Suburban,Kolkata,Connaught Place
585,30,afternoon,Clear,73.7667,32.0349,Urban,Kolkata,Connaught Place
691,204,night,Rainy,68.2387,34.7463,Rural,Hyderabad,Juhu Beach
1152,300,night,Rainy,78.0945,21.3853,Urban,Delhi,Marine Drive
822,102,afternoon,Sunny,86.9275,11.0608,Rural,Ahmedabad,Marine Drive
1453,237,afternoon,Sunny,83.3585,31.7174,Urban,Pune,Charminar
1209,370,afternoon,Clear,80.5564,18.5488,Suburban,Delhi,MG Road
1605,362,night,Sunny,79.624,14.2912,Suburban,Chennai,Charminar
473,91,afternoon,Cloudy,81.0845,19.0823,Urban,Mumbai,Juhu Beach
903,352,evening,Cloudy,81.9522,25.2373,Urban,Ahmedabad,Park Street
195,29,afternoon,Cloudy,77.8414,30.9827,Urban,Pune,Marine Drive
1238,261,evening,Sunny,85.0724,17.3107,Urban,Chennai,Connaught Place
392,57,night,Sunny,96.3554,13.635,Rural,Kolkata,Charminar
12,366,evening,Sunny,96.1431,16.2882,Suburban,Delhi,Charminar
178,488,afternoon,Clear,82.1259,24.7547,Suburban,Kolkata,Juhu Beach
227,50,morning,Cloudy,96.9231,23.6204,Urban,Delhi,Juhu Beach
1926,372,afternoon,Foggy,76.9455,20.7215,Rural,Delhi,Connaught Place
86,249,morning,Sunny,70.8527,35.9751,Urban,Hyderabad,Juhu Beach
1668,395,afternoon,Foggy,76.966,35.17,Suburban,Chennai,Juhu Beach
1505,124,evening,Rainy,70.1878,30.4609,Rural,Pune,MG Road
1955,325,night,Rainy,95.9485,27.5322,Rural,Kolkata,MG Road
1166,422,morning,Foggy,94.6455,17.1094,Rural,Kolkata,Marine Drive
1935,438,evening,Rainy,72.4356,16.3299,Suburban,Hyderabad,Marine Drive
653,111,evening,Cloudy,73.4022,18.5521,Urban,Hyderabad,Park Street
1545,118,night,Cloudy,82.0242,22.444,Urban,Mumbai,Connaught Place
1933,397,afternoon,Cloudy,95.6182,36.5737,Suburban,Chennai,MG Road
1586,50,evening,Clear,81.6492,18.9719,Urban,Ahmedabad,Connaught Place
716,317,morning,Foggy,95.6899,28.5364,Rural,Delhi,MG Road
333,266,morning,Cloudy,70.0855,13.8862,Rural,Chennai,Connaught Place
760,59,morning,Foggy,79.4574,22.8804,Urban,Kolkata,Charminar
1646,404,morning,Cloudy,88.5814,24.6192,Rural,Kolkata,MG Road
1595,11,afternoon,Clear,70.2366,22.7046,Urban,Hyderabad,Charminar
612,496,afternoon,Cloudy,96.3494,16.1132,Suburban,Mumbai,Marine Drive
1244,165,evening,Sunny,76.4005,16.7568,Rural,Hyderabad,Juhu Beach
8,36,afternoon,Foggy,70.3708,34.2245,Urban,Delhi,Juhu Beach
1606,479,night,Cloudy,87.762,31.2069,Rural,Chennai,MG Road
1117,412,night,Rainy,84.8252,9.1941,Urban,Bengaluru,Charminar
1016,101,night,Cloudy,86.6893,36.8972,Suburban,Hyderabad,Park Street
156,435,afternoon,Foggy,74.8595,30.6985,Rural,Hyderabad,Charminar
178,313,night,Cloudy,70.9982,11.4118,Urban,Pune,Juhu Beach
1063,3,afternoon,Clear,75.6078,27.9546,Suburban,Ahmedabad,Park Street
1766,367,evening,Sunny,92.645,34.4571,Rural,Chennai,Connaught Place
1215,385,evening,Rainy,90.6959,34.2615,Suburban,Ahmedabad,Juhu Beach
1882,492,afternoon,Cloudy,69.5489,32.8621,Rural,Delhi,Juhu Beach
119,135,afternoon,Sunny,85.2441,30.483,Suburban,Kolkata,Juhu Beach
58,214,morning,Clear,72.3904,27.9797,Urban,Ahmedabad,Park Street
798,84,night,Cloudy,68.6491,20.105,Suburban,Ahmedabad,Marine Drive
664,262,night,Clear,75.7988,15.6263,Urban,Delhi,Park Street
1901,136,morning,Foggy,88.9438,15.8998,Suburban,Delhi,Connaught Place
1338,464,morning,Foggy,83.7881,13.573,Urban,Hyderabad,MG Road
1136,210,evening,Clear,79.1373,23.8117,Rural,Chennai,MG Road
701,138,morning,Foggy,91.447,19.0101,Suburban,Mumbai,Marine Drive
681,96,evening,Cloudy,96.2034,30.7578,Suburban,Chennai,MG Road
1443,466,morning,Foggy,79.292,29.1549,Suburban,Kolkata,MG Road
1773,466,night,Sunny,86.2986,22.9894,Rural,Delhi,Marine Drive
